accepted_name,scientific_name,taxonomic_status,family,broader,establishment_means,count_RG,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,iNat_needsID_only,final_list,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,year_first_voucher,year_last_voucher,date_first_iNat_obs,date_last_iNat_obs,notes,iNat_needsID_only_notes
Caladenia transitoria,Caladenia transitoria,accepted,Orchidaceae,5.monocot-showy,native,1,,,1,,,1,,,,1,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in protected area",XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2021,2021,,
Caleana major,Caleana major,accepted,Orchidaceae,5.monocot-showy,native,34,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1924,2002,2020,2024,"2002 voucher clearly from Royal based on notes, but had been geolocated just outside the park",
Caleana minor,Caleana minor,accepted,Orchidaceae,5.monocot-showy,native,,,1,,1,1,,1,1,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area","retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,1984,1993,,,"1993 voucher was geolocated just outside Royal, but inside park based on notes",none
Caleana minor,Paracaleana minor,synonym,Orchidaceae,5.monocot-showy,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Calochilus campestris,Calochilus campestris,accepted,Orchidaceae,5.monocot-showy,native,31,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1969,2002,2020,2023,,
Calochilus gracillimus,Calochilus gracillimus,accepted,Orchidaceae,5.monocot-showy,native,6,,,1,,,1,,,,1,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in protected area",XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2021,2024,,
Calochilus paludosus,Calochilus paludosus,accepted,Orchidaceae,5.monocot-showy,native,60,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1897,2002,2020,2023,"2002 voucher clearly from Royal based on notes, but had been geolocated just outside the park",
Calochilus robertsonii,Calochilus robertsonii,accepted,Orchidaceae,5.monocot-showy,native,12,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1921,1921,2020,2023,,
Chiloglottis diphylla,Chiloglottis diphylla,accepted,Orchidaceae,5.monocot-showy,native,5,1,1,1,1,1,1,,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,2002,2006,2021,2024,,
Chiloglottis formicifera,Chiloglottis formicifera,accepted,Orchidaceae,5.monocot-showy,native,5,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1890,1991,2022,2023,"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it. The 1993 voucher is a cultivated specimen",
Chiloglottis reflexa,Chiloglottis reflexa,accepted,Orchidaceae,5.monocot-showy,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1949,1969,,,,none
Chiloglottis seminuda,Chiloglottis seminuda,accepted,Orchidaceae,5.monocot-showy,native,2,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1954,1954,2022,2022,,
Chiloglottis trapeziformis,Chiloglottis trapeziformis,accepted,Orchidaceae,5.monocot-showy,native,3,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2021,2022,,
Corybas aconitiflorus,Corybas aconitiflorus,accepted,Orchidaceae,5.monocot-showy,native,43,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1927,2020,2020,2024,,
Corybas barbarae,Corybas barbarae,accepted,Orchidaceae,5.monocot-showy,native,2,,1,1,,1,1,1,,,1,retain exact name,retain exact name,XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,1955,1955,2023,2023,,
Corybas fimbriatus,Corybas fimbriatus,accepted,Orchidaceae,5.monocot-showy,native,8,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1895,2020,2020,2023,,
Corybas hispidus,Corybas hispidus,accepted,Orchidaceae,5.monocot-showy,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1948,1948,,,,none
Corybas pruinosus,Corybas pruinosus,accepted,Orchidaceae,5.monocot-showy,native,29,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1926,2017,2020,2024,,
Corybas undulatus,Corybas undulatus,accepted,Orchidaceae,5.monocot-showy,native,4,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1976,1976,2022,2023,,
Corybas unguiculatus,Corybas unguiculatus,accepted,Orchidaceae,5.monocot-showy,native,17,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1927,2020,2022,2023,,
Cryptostylis erecta,Cryptostylis erecta,accepted,Orchidaceae,5.monocot-showy,native,53,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2019,2024,,
Cryptostylis hunteriana,Cryptostylis hunteriana,accepted,Orchidaceae,5.monocot-showy,native,2,1,,,1,,1,,,,1,databasing discrepancy,"add, observations lost due to auto-obscured coordinates",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2022,2022,"definitely 2 iNat RG obs (that had been bounced out), but possibly a few more on fringes",
Cryptostylis leptochila,Cryptostylis leptochila,accepted,Orchidaceae,5.monocot-showy,native,23,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2021,2024,,
Cryptostylis subulata,Cryptostylis subulata,accepted,Orchidaceae,5.monocot-showy,native,52,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2018,2024,,
Cyanicula caerulea,Cyanicula caerulea,accepted,Orchidaceae,5.monocot-showy,native,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Cymbidium suave,Cymbidium suave,accepted,Orchidaceae,5.monocot-showy,native,24,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1987,1987,2020,2023,,
Cyrtostylis reniformis,Cyrtostylis reniformis,accepted,Orchidaceae,5.monocot-showy,native,,1,1,,1,1,,1,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1971,1976,,,,none
Dendrobium aemulum,Dendrobium aemulum,accepted,Orchidaceae,5.monocot-showy,native,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Dendrobium linguiforme,Dendrobium linguiforme,accepted,Orchidaceae,5.monocot-showy,native,18,1,,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",1894,1953,2020,2023,,
Dendrobium linguiforme,Dockrillia linguiformis,synonym,Orchidaceae,5.monocot-showy,native,,,1,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Dendrobium pugioniforme,Dendrobium pugioniforme,accepted,Orchidaceae,5.monocot-showy,native,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Dendrobium speciosum,Dendrobium speciosum,accepted,Orchidaceae,5.monocot-showy,native,11,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2008,2023,,
Dendrobium striolatum,Dendrobium striolatum,accepted,Orchidaceae,5.monocot-showy,native,2,1,,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",1890,1914,2021,2023,,
Dendrobium striolatum,Dockrillia striolata,synonym,Orchidaceae,5.monocot-showy,native,,,1,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Dendrobium teretifolium,Dendrobium teretifolium,accepted,Orchidaceae,5.monocot-showy,native,2,1,,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",1902,1989,2022,2024,"1989 voucher geolocated just outside Royal, but inside park based on notes",
Dendrobium teretifolium,Dockrillia teretifolia,synonym,Orchidaceae,5.monocot-showy,native,,,1,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,,,
Dendrobium tetragonum,Dendrobium tetragonum,accepted,Orchidaceae,5.monocot-showy,native,1,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1947,1953,2023,2023,,
Dipodium punctatum,Dipodium punctatum,accepted,Orchidaceae,5.monocot-showy,native,1,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1946,1946,2021,2021,,
Dipodium roseum,Dipodium roseum,accepted,Orchidaceae,5.monocot-showy,native,7,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2020,2022,,
Dipodium variegatum,Dipodium variegatum,accepted,Orchidaceae,5.monocot-showy,native,95,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2014,2024,,
Diuris aequalis,Diuris aequalis,accepted,Orchidaceae,5.monocot-showy,native,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",geographic error,"remove, coordinates erroneously inside protected area",,,,,"not possible to definitively say what the issue here is with 100% certainty, but it is clearly not a legitimate Royal record. Maybe misIDed, but impossible to tell without seeing the specimen. What seems most likely is a location issue. This is a sensitive species, and the voucher notes indicate generalisation to 10 km/rounding to 0.1 degrees, but even accounting for this it still seems like it's just simple wrong coordinates. ",
Diuris aurea,Diuris aurea,accepted,Orchidaceae,5.monocot-showy,native,8,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1955,2002,2020,2022,"the 1946 voucher is possibly at the wrong location, the locality notes say Jannali, which is outside the park, so I've omitted that one as earliest",
Diuris brevissima,Diuris brevissima,accepted,Orchidaceae,5.monocot-showy,out-of-range,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",identification error,"remove, incorrect identification",,,,,almost certainly a misidentified voucher. Multiple orchid guides I consulted indicate this species is restricted to the Blue Mountains. Probably actually D. maculata or something else in the complex,
Diuris maculata,Diuris maculata,accepted,Orchidaceae,5.monocot-showy,native,17,1,1,1,1,1,1,1,1,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1960,1992,2021,2023,,
Diuris punctata,Diuris punctata,accepted,Orchidaceae,5.monocot-showy,native,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",identification error,"remove, incorrect identification",,,,,"Enough doubt for me to remove this from the list due to a putative misidentification. Only a single known record from Royal, an 1892 voucher. Hasn't been detted since collection (at least no identifier listed on the record). Copeland and Backhouse's guide notes that ""many herbarium records attributed to D. punctata most likely to be other species"". Keith's park list also quite  comprehensive with orchids, with very few oversights.",
Diuris semilunulata,Diuris semilunulata,accepted,Orchidaceae,5.monocot-showy,out-of-range,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",identification error,"remove, incorrect identification",,,,,"basically same situation as D. brevissima, most likely misidentified maculata/maculata complex",
Diuris sulphurea,Diuris sulphurea,accepted,Orchidaceae,5.monocot-showy,native,,1,,,1,,,,,,1,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,none
Eriochilus cucullatus,Eriochilus cucullatus,accepted,Orchidaceae,5.monocot-showy,native,1,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2020,2020,,
Eriochilus petricola,Eriochilus petricola,accepted,Orchidaceae,5.monocot-showy,native,2,1,,1,1,,1,,,,1,retain exact name,retain exact name,retain exact name,retain exact name,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,2023,2023,,
Erythrorchis cassythoides,Erythrorchis cassythoides,accepted,Orchidaceae,5.monocot-showy,native,10,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1902,1924,2019,2023,,
Gastrodia sesamoides,Gastrodia sesamoides,accepted,Orchidaceae,5.monocot-showy,native,5,1,1,1,1,1,1,1,,,1,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1929,1969,2021,2023,,
